Order_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Date,Ship_Date,Payment_Mode
26241,Sneha,East,Chennai,Office Supplies,Chairs,Product B,6944.36,6,0.01,1671.44,2024-07-19,2022-07-21,UPI
37696,,North,Delhi,Furniture,Phones,Product B,6980.89,9,0.18,-449.6,2023-06-23,2023-11-07,Card
80480,Arun,North,Bangalore,Technology,Storage,Product A,4358.17,1,0.44,108.77,2024-05-04,2023-07-05,Card
56163,,East,Bangalore,Technology,Phones,Product C,6941.63,3,0.35,-274.98,2023-11-03,2024-07-27,Card
29816,Kumar,West,Hyderabad,Furniture,Storage,Product A,5258.85,9,0.07,605.21,2023-06-13,2022-04-09,Cash
59840,Deepa,West,Hyderabad,Technology,Storage,Product D,9771.62,1,0.3,1724.9,2022-09-24,2022-02-20,Cash
62853,Priya,North,Mumbai,Office Supplies,Binders,Product B,1708.36,1,0.45,668.85,2022-05-09,2024-06-16,Card
34917,,East,Mumbai,Office Supplies,Tables,Product C,6046.61,1,0.35,1624.28,2022-08-08,2023-06-08,UPI
31566,Deepa,West,Bangalore,Furniture,Tables,Product C,4963.26,7,0.07,317.95,2022-03-23,2022-02-11,UPI
85452,Deepa,North,Chennai,Office Supplies,Phones,Product B,2025.22,5,0.43,348.93,2023-07-15,2024-07-04,UPI
72823,Arun,South,Delhi,Technology,Tables,Product B,7524.91,6,0.15,1738.9,2023-07-07,2022-06-04,UPI
30806,Rahul,East,Mumbai,Technology,Phones,Product D,2827.53,8,0.23,564.54,2022-01-20,2022-04-18,Cash
85520,Arun,South,Mumbai,Technology,Storage,Product D,3878.93,2,0.26,1474.41,2022-11-23,2023-07-09,Card
11759,Arun,South,Chennai,Technology,Binders,Product B,3810.82,2,0.43,91.61,2022-02-06,2023-11-09,UPI
51949,Sneha,West,Chennai,Furniture,Binders,Product B,2517.62,3,0.47,1872.0,2023-01-17,2024-02-11,Cash
12482,Sneha,West,Hyderabad,Office Supplies,Storage,Product B,4363.98,3,0.46,936.45,2024-06-30,2022-08-01,Cash
34442,Deepa,West,Delhi,Office Supplies,Chairs,Product B,4786.12,3,0.0,1398.31,2022-02-08,2022-07-23,Cash
43719,Arun,East,Chennai,Technology,Chairs,Product C,7467.79,4,0.46,-276.21,2022-04-19,2023-03-11,Card
68066,Deepa,South,Mumbai,Furniture,Tables,Product D,7674.18,3,0.03,731.66,2023-03-05,2023-12-10,Cash
12079,Sneha,East,Mumbai,Technology,Phones,Product B,1669.7,2,0.13,1752.6,2022-03-05,2023-07-21,Card
12717,Rahul,West,Bangalore,Technology,Binders,Product B,5968.45,9,0.26,1692.6,2022-06-24,2022-05-29,Card
69676,Priya,South,Chennai,Furniture,Tables,Product C,8972.36,6,0.24,-382.97,2024-03-01,2023-05-16,Card
37952,Deepa,East,Hyderabad,Furniture,Storage,Product A,1176.99,3,0.3,259.25,2022-02-01,2022-10-11,Card
96444,Rahul,East,Delhi,Technology,Binders,Product B,4781.85,9,0.24,,2024-08-02,2022-11-08,Cash
52460,Priya,North,Hyderabad,Office Supplies,Phones,Product C,7528.5,4,0.47,-69.34,2023-12-22,2024-01-27,Cash
82847,Kumar,East,Mumbai,Technology,Phones,Product C,6153.76,4,0.12,1325.0,2024-06-09,2022-02-22,Cash
99106,Deepa,West,Hyderabad,Office Supplies,Chairs,Product A,1095.8,8,0.14,,2023-06-15,2023-05-12,UPI
28449,Deepa,East,Mumbai,Office Supplies,Tables,Product D,4026.4,7,0.46,366.6,2022-04-16,2023-02-15,UPI
43536,Kumar,South,Mumbai,Furniture,Storage,Product D,5121.67,7,0.04,1158.2,2023-04-27,2023-09-20,Card
74077,Kumar,East,Mumbai,Furniture,Binders,Product D,9958.87,7,0.3,705.22,2022-07-25,2022-10-02,Card
48258,Deepa,North,Mumbai,Technology,Phones,Product B,1868.22,5,0.34,1346.43,2022-09-04,2023-04-05,Card
58302,Kumar,South,Mumbai,Office Supplies,Binders,Product D,9826.0,7,0.25,,2024-04-14,2022-05-02,Card
38865,Arun,South,Bangalore,Office Supplies,Storage,Product B,3823.88,4,0.35,-208.63,2023-11-10,2023-12-04,Card
16645,Priya,North,Hyderabad,Technology,Binders,Product B,2083.17,8,0.09,1273.92,2022-03-30,2022-02-17,UPI
48000,Priya,West,Bangalore,Technology,Tables,Product C,4199.68,9,0.43,75.86,2022-11-12,2022-09-02,Card
36737,Priya,South,Bangalore,Technology,Chairs,Product D,6178.55,3,0.07,536.19,2022-01-11,2022-11-09,Cash
21485,Arun,West,Chennai,Furniture,Binders,Product D,2213.62,7,0.2,-417.84,2022-02-18,2023-07-18,Card
48565,Kumar,South,Chennai,Technology,Chairs,Product D,2985.25,9,0.04,-160.23,2024-06-29,2022-11-29,Cash
35522,Rahul,South,Chennai,Technology,Storage,Product B,8560.01,1,0.27,299.44,2024-06-14,2022-01-13,Cash
75155,Kumar,West,Delhi,Office Supplies,Chairs,Product B,9990.19,2,0.33,354.96,2024-09-05,2024-06-28,Cash
65168,Deepa,South,Chennai,Technology,Binders,Product D,3249.91,7,0.47,1748.96,2023-07-27,2023-03-02,Cash
62487,Sneha,West,Hyderabad,Office Supplies,Binders,Product B,1573.68,2,0.37,1354.53,2022-06-20,2022-02-19,Card
22342,Priya,North,Bangalore,Office Supplies,Phones,Product B,7952.39,7,0.27,1930.46,2022-05-23,2023-01-14,Card
50806,Kumar,West,Hyderabad,Furniture,Binders,Product A,6044.51,1,0.47,997.68,2022-07-26,2023-07-24,Card
58770,Rahul,North,Chennai,Technology,Chairs,Product A,1093.97,3,0.24,104.28,2024-09-24,2022-01-10,Card
88623,Deepa,South,Delhi,Technology,Phones,Product D,9473.04,5,0.28,319.14,2023-04-08,2024-09-12,Card
85629,Arun,West,Delhi,Office Supplies,Binders,Product D,872.69,6,0.3,299.59,2023-05-24,2023-06-12,UPI
62603,Arun,South,Bangalore,Furniture,Binders,Product A,6291.03,9,0.2,316.24,2022-07-20,2023-12-30,Cash
91974,Rahul,West,Hyderabad,Furniture,Storage,Product B,4296.98,9,0.42,1182.41,2022-01-05,2023-01-07,Cash
36399,Deepa,North,Mumbai,Technology,Phones,Product B,5610.58,3,0.09,827.02,2022-07-30,2023-03-18,UPI
95382,Priya,North,Hyderabad,Office Supplies,Storage,Product C,2210.82,8,0.28,463.56,2024-09-10,2024-01-29,UPI
91244,Kumar,West,Chennai,Technology,Storage,Product D,6912.29,4,0.36,-127.28,2022-01-29,2023-07-22,Card
86534,Deepa,North,Mumbai,Technology,Storage,Product D,9601.22,7,0.45,-444.65,2022-07-09,2023-05-01,Card
65106,Arun,South,Delhi,Technology,Tables,Product D,4638.42,6,0.44,47.09,2022-07-07,2022-10-02,Cash
40678,Rahul,South,Bangalore,Technology,Storage,Product C,5277.29,8,0.25,-231.32,2024-04-16,2024-07-31,Card
86218,Rahul,East,Bangalore,Office Supplies,Chairs,Product C,2474.14,6,0.32,1463.61,2024-02-06,2024-06-21,Cash
73230,Kumar,North,Delhi,Furniture,Binders,Product B,8929.49,4,0.2,-218.76,2022-05-30,2022-05-13,Card
84055,Rahul,South,Chennai,Technology,Tables,Product A,9714.63,2,0.23,1310.57,2023-06-09,2023-06-07,Card
66373,Rahul,West,Delhi,Technology,Storage,Product A,7884.34,7,0.45,464.15,2024-08-03,2023-12-27,Cash
41480,Deepa,North,Chennai,Technology,Binders,Product A,5473.46,4,0.47,-316.55,2024-06-02,2023-09-28,UPI
95230,Priya,South,Mumbai,Technology,Phones,Product B,9572.29,9,0.45,1531.83,2024-07-31,2022-04-26,UPI
78836,Kumar,North,Delhi,Furniture,Phones,Product A,1623.12,9,0.07,949.08,2023-01-01,2023-06-18,Card
82258,Deepa,West,Chennai,Furniture,Binders,Product C,4837.06,7,0.43,89.4,2022-06-06,2023-05-16,UPI
49986,Priya,South,Mumbai,Furniture,Chairs,Product C,5422.3,5,0.47,1736.7,2022-03-21,2022-12-07,Card
34160,Deepa,East,Delhi,Furniture,Binders,Product D,4969.97,3,0.18,-386.85,2024-05-17,2022-01-23,UPI
95595,Sneha,East,Bangalore,Technology,Binders,Product A,8043.94,3,0.26,4.55,2022-09-30,2023-12-23,UPI
89111,Deepa,North,Delhi,Office Supplies,Tables,Product C,6736.99,9,0.39,1380.12,2023-10-22,2022-02-04,Cash
74929,Rahul,West,Hyderabad,Furniture,Phones,Product D,1353.92,9,0.28,1273.44,2023-12-19,2022-05-15,UPI
83506,Priya,South,Delhi,Furniture,Phones,Product A,3529.87,4,0.5,223.18,2023-09-18,2024-07-10,Card
44911,Kumar,West,Hyderabad,Technology,Storage,Product A,3456.86,1,0.23,-344.94,2023-06-02,2023-12-06,Cash
97127,Kumar,South,Mumbai,Technology,Binders,Product C,5699.76,5,0.36,1645.2,2024-02-29,2024-09-03,UPI
41821,Priya,North,Delhi,Technology,Binders,Product D,2985.44,8,0.4,284.24,2022-08-20,2022-01-28,Cash
85039,Rahul,South,Mumbai,Technology,Chairs,Product D,1260.99,4,0.25,-10.72,2023-10-11,2023-01-01,UPI
70535,Arun,West,Mumbai,Office Supplies,Phones,Product C,6571.46,4,0.43,790.15,2022-06-09,2023-08-26,Card
94458,Deepa,West,Chennai,Office Supplies,Chairs,Product C,8525.27,9,0.27,1775.57,2022-12-10,2022-04-04,Card
22175,Rahul,North,Mumbai,Furniture,Tables,Product C,9322.92,9,0.21,-391.13,2022-10-16,2023-07-01,Cash
64771,Sneha,West,Mumbai,Office Supplies,Storage,Product A,9728.53,7,0.05,1414.51,2022-07-24,2022-08-28,UPI
96925,Priya,South,Delhi,Furniture,Chairs,Product C,7833.06,8,0.2,931.18,2024-09-21,2022-01-20,UPI
76358,Deepa,North,Delhi,Furniture,Phones,Product C,1483.05,4,0.37,563.62,2024-04-17,2022-10-03,Cash
27327,Kumar,South,Bangalore,Office Supplies,Tables,Product B,8545.81,8,0.46,1360.2,2022-11-01,2024-07-24,Cash
57057,Arun,West,Chennai,Furniture,Binders,Product C,4059.6,6,0.13,1914.56,2022-12-26,2022-10-18,Card
16150,Sneha,North,Mumbai,Technology,Tables,Product C,7326.12,3,0.18,73.02,2023-11-01,2022-01-29,Cash
14425,Kumar,South,Chennai,Furniture,Chairs,Product A,5359.55,7,0.08,-140.88,2024-05-19,2024-03-29,UPI
26032,Priya,West,Hyderabad,Technology,Phones,Product D,8303.2,3,0.35,1782.2,2023-02-04,2023-03-12,Cash
12198,Deepa,West,Mumbai,Office Supplies,Chairs,Product A,4312.51,7,0.48,1172.38,2023-03-25,2024-07-01,Card
70500,Priya,East,Chennai,Office Supplies,Binders,Product B,711.76,5,0.32,594.97,2022-04-16,2022-04-20,Cash
63394,Deepa,West,Bangalore,Furniture,Binders,Product C,5612.55,4,0.31,933.15,2022-03-23,2024-09-01,UPI
30079,Rahul,South,Bangalore,Technology,Phones,Product C,1795.78,3,0.28,1364.03,2022-12-08,2024-08-07,Cash
46220,Arun,North,Mumbai,Furniture,Storage,Product C,9658.62,8,0.04,1432.58,2024-09-12,2024-01-10,Cash
51874,Rahul,East,Hyderabad,Office Supplies,Tables,Product C,5316.93,4,0.36,1799.74,2024-02-21,2022-11-22,Cash
23859,Rahul,West,Bangalore,Furniture,Tables,Product C,5580.23,8,0.3,567.11,2024-08-09,2024-05-18,Card
60460,Priya,West,Bangalore,Furniture,Binders,Product C,9081.93,3,0.33,233.53,2023-02-25,2023-06-17,Card
41419,Arun,West,Hyderabad,Technology,Chairs,Product B,6283.39,9,0.45,1099.16,2022-02-18,2024-01-07,Card
18705,Deepa,South,Chennai,Office Supplies,Chairs,Product C,3097.02,6,0.39,539.32,2022-07-25,2024-03-05,Card
52880,Deepa,East,Bangalore,Furniture,Storage,Product C,3031.34,5,0.39,986.5,2022-08-06,2022-04-16,UPI
33236,Sneha,South,Delhi,Technology,Chairs,Product C,5065.63,5,0.46,549.96,2024-03-28,2024-04-25,UPI
97955,Kumar,East,Bangalore,Furniture,Tables,Product B,8679.42,3,0.49,-117.51,2023-11-07,2022-11-30,Card
95514,Sneha,North,Chennai,Technology,Chairs,Product C,7967.82,2,0.29,673.57,2023-03-12,2022-12-30,Card
25358,Sneha,South,Chennai,Technology,Storage,Product B,9631.13,6,0.05,1227.29,2024-03-01,2024-07-11,Card
86918,Deepa,South,Mumbai,Furniture,Tables,Product A,811.67,1,0.23,1498.21,2022-11-18,2022-10-18,Cash
24596,,North,Delhi,Office Supplies,Chairs,Product C,2756.43,7,0.39,733.32,2022-08-19,2023-03-22,UPI
43572,Rahul,East,Chennai,Office Supplies,Tables,Product D,894.06,5,0.01,-86.91,2023-12-12,2022-02-08,Cash
88757,Rahul,West,Hyderabad,Technology,Binders,Product B,7535.68,4,0.03,536.72,2023-05-02,2022-12-16,Card
11279,Rahul,North,Delhi,Office Supplies,Binders,Product A,1494.25,9,0.03,1465.73,2023-03-05,2024-06-12,UPI
73197,Arun,West,Delhi,Technology,Binders,Product B,1088.87,1,0.37,532.15,2024-06-01,2024-01-28,Card
72516,,West,Hyderabad,Office Supplies,Chairs,Product B,5660.55,4,0.25,1241.33,2023-12-27,2022-02-14,Cash
17083,Priya,North,Bangalore,Furniture,Storage,Product A,4173.7,3,0.18,768.03,2022-10-11,2022-05-08,UPI
27771,Arun,East,Hyderabad,Office Supplies,Tables,Product C,7179.5,6,0.05,103.06,2023-05-01,2022-01-11,Cash
39975,Kumar,West,Hyderabad,Technology,Phones,Product C,4921.45,5,0.37,1490.38,2022-10-03,2023-06-12,UPI
55648,Priya,North,Bangalore,Technology,Binders,Product B,4310.81,7,0.16,-289.47,2023-03-09,2022-05-13,Card
58285,Sneha,South,Bangalore,Office Supplies,Binders,Product A,4312.45,1,0.13,812.23,2022-07-04,2022-11-23,UPI
29063,Priya,South,Bangalore,Furniture,Phones,Product C,8731.58,5,0.33,22.23,2023-12-23,2022-07-05,Cash
77642,Priya,South,Bangalore,Technology,Phones,Product B,4012.73,2,0.28,-332.34,2023-09-25,2022-10-11,Cash
96143,Rahul,North,Bangalore,Technology,Chairs,Product D,3400.63,2,0.18,757.33,2022-08-04,2024-06-15,Cash
47599,Priya,South,Hyderabad,Technology,Tables,Product A,3451.5,2,0.32,748.91,2022-04-07,2022-02-24,Cash
61920,Sneha,West,Mumbai,Technology,Binders,Product D,2046.35,9,0.14,1267.25,2024-08-12,2023-07-09,Card
38529,Sneha,South,Mumbai,Technology,Storage,Product D,8620.82,3,0.4,1361.88,2022-04-29,2024-05-01,Cash
45954,Deepa,South,Chennai,Furniture,Chairs,Product B,1551.65,4,0.11,1319.48,2022-12-31,2024-05-21,Card
37856,Priya,West,Mumbai,Office Supplies,Chairs,Product A,9095.25,5,0.08,523.9,2024-03-04,2023-06-19,UPI
12573,Rahul,South,Mumbai,Furniture,Storage,Product C,2906.33,4,0.39,1079.22,2023-02-07,2023-01-14,Cash
88344,Priya,West,Hyderabad,Furniture,Storage,Product C,9004.33,4,0.35,942.36,2023-09-10,2022-10-24,UPI
45367,Kumar,South,Bangalore,Technology,Storage,Product B,7929.12,5,0.09,553.9,2023-02-01,2022-07-29,UPI
70774,Kumar,West,Bangalore,Furniture,Phones,Product C,5861.68,9,0.06,993.03,2023-04-03,2023-10-27,Card
33752,Rahul,South,Hyderabad,Technology,Binders,Product C,6727.75,9,0.42,1868.12,2022-11-14,2023-04-24,Cash
65029,Deepa,West,Mumbai,Furniture,Phones,Product D,3325.86,6,0.39,-17.77,2023-01-17,2024-08-29,Card
27685,Deepa,North,Hyderabad,Technology,Binders,Product D,5784.86,3,0.16,1764.43,2022-05-22,2024-08-13,Cash
61693,Sneha,West,Chennai,Technology,Phones,Product A,2994.79,6,0.33,-366.36,2023-04-02,2022-03-12,UPI
65961,Sneha,South,Bangalore,Furniture,Tables,Product D,4082.5,4,0.06,270.97,2023-05-16,2024-04-24,Card
86908,Arun,South,Delhi,Furniture,Binders,Product C,7670.16,3,0.25,220.36,2024-06-25,2024-07-15,Cash
84532,Rahul,East,Chennai,Office Supplies,Chairs,Product A,2514.93,6,0.01,1065.91,2022-11-19,2024-04-11,UPI
91994,Priya,West,Chennai,Office Supplies,Binders,Product A,8404.58,6,0.2,-171.94,2024-09-26,2023-03-15,Card
66133,,North,Hyderabad,Office Supplies,Binders,Product B,3821.24,2,0.04,1705.87,2022-09-25,2022-10-30,Card
71268,Arun,West,Mumbai,Furniture,Binders,Product D,5368.48,9,0.24,1571.38,2024-03-13,2022-01-29,Card
48243,Sneha,West,Bangalore,Furniture,Tables,Product A,9425.41,8,0.21,1130.16,2023-05-02,2023-09-22,Card
67384,Rahul,North,Delhi,Technology,Phones,Product C,6844.43,6,0.22,646.03,2024-05-27,2024-07-20,UPI
41653,Rahul,West,Chennai,Office Supplies,Chairs,Product A,6491.48,1,0.02,1832.39,2023-11-10,2023-10-18,UPI
36657,Sneha,North,Delhi,Technology,Phones,Product A,7144.92,2,0.18,1576.87,2022-06-09,2023-07-09,UPI
49952,Arun,North,Mumbai,Technology,Phones,Product B,9189.3,4,0.38,748.29,2024-01-13,2022-04-18,UPI
32180,Sneha,West,Mumbai,Technology,Storage,Product C,2560.29,7,0.18,1254.68,2022-01-14,2023-08-11,Cash
88411,Deepa,West,Delhi,Technology,Tables,Product C,6171.09,9,0.36,917.32,2023-12-06,2023-07-28,UPI
11622,Priya,South,Bangalore,Office Supplies,Storage,Product D,4063.9,5,0.18,969.86,2022-06-04,2024-03-22,Card
58756,Sneha,South,Mumbai,Technology,Tables,Product C,217.37,2,0.21,327.44,2022-04-11,2023-09-28,Card
50809,Arun,East,Delhi,Furniture,Phones,Product A,1340.48,1,0.28,655.21,2023-07-26,2024-08-06,Card
26725,Kumar,East,Chennai,Furniture,Phones,Product C,3317.42,1,0.48,-304.7,2022-02-12,2023-12-18,Card
71396,,West,Delhi,Furniture,Tables,Product C,5693.5,5,0.05,393.37,2022-07-12,2022-01-13,Cash
61226,Kumar,North,Delhi,Office Supplies,Phones,Product A,8826.6,7,0.02,1239.57,2022-11-07,2024-07-21,Card
91182,Sneha,East,Hyderabad,Technology,Phones,Product B,7932.03,9,0.3,1883.04,2023-09-13,2023-10-23,Card
92565,Deepa,West,Mumbai,Office Supplies,Chairs,Product D,5578.0,9,0.47,1907.66,2023-08-28,2022-08-06,Card
39402,Priya,East,Bangalore,Technology,Storage,Product D,831.32,8,0.49,889.31,2023-12-29,2024-06-06,UPI
14263,Sneha,North,Bangalore,Office Supplies,Storage,Product B,2930.47,1,0.24,1016.56,2023-04-10,2022-11-19,UPI
56828,Priya,West,Hyderabad,Office Supplies,Storage,Product A,3730.42,5,0.23,-35.7,2022-06-12,2023-04-07,Cash
57924,Rahul,North,Bangalore,Technology,Binders,Product D,6255.0,6,0.32,1238.27,2022-12-17,2024-08-16,Cash
84182,Kumar,West,Delhi,Office Supplies,Chairs,Product B,742.74,6,0.28,-323.35,2022-08-22,2024-03-27,Cash
69052,Deepa,East,Hyderabad,Technology,Storage,Product B,5348.92,4,0.32,211.71,2024-07-16,2023-06-12,Card
21664,Priya,South,Chennai,Furniture,Storage,Product B,9024.5,1,0.44,1170.91,2023-02-07,2023-08-04,Cash
45737,Arun,East,Mumbai,Furniture,Chairs,Product D,7083.78,3,0.37,275.78,2022-12-17,2023-11-25,UPI
99563,,East,Mumbai,Furniture,Phones,Product D,7991.06,4,0.25,-375.38,2022-06-16,2024-05-28,UPI
39373,Arun,South,Mumbai,Office Supplies,Storage,Product D,6848.59,4,0.23,1579.68,2022-05-28,2024-01-26,UPI
46397,Sneha,South,Delhi,Furniture,Phones,Product D,2145.23,4,0.32,275.83,2022-01-28,2022-06-11,Card
96145,Deepa,West,Chennai,Technology,Storage,Product C,1193.79,5,0.23,-342.24,2022-09-16,2023-04-11,Card
48709,Priya,West,Hyderabad,Furniture,Tables,Product B,8311.96,9,0.23,-313.03,2024-07-16,2024-09-26,Cash
71120,Priya,North,Hyderabad,Furniture,Binders,Product C,6985.49,4,0.01,129.4,2023-08-21,2023-06-08,Cash
29250,Deepa,North,Mumbai,Office Supplies,Storage,Product B,5793.11,9,0.09,-54.96,2023-09-12,2023-09-30,Cash
31172,Priya,East,Chennai,Technology,Tables,Product D,1973.9,9,0.24,1435.75,2023-03-18,2022-10-02,Cash
21555,Arun,South,Chennai,Office Supplies,Chairs,Product D,6073.12,1,0.41,304.21,2024-08-07,2022-08-31,Card
97410,Priya,North,Chennai,Office Supplies,Tables,Product C,410.09,5,0.14,1511.74,2024-07-26,2024-07-26,UPI
88617,Kumar,East,Bangalore,Technology,Chairs,Product A,1276.51,9,0.26,-65.39,2023-09-21,2024-08-23,Card
63276,Sneha,South,Bangalore,Office Supplies,Storage,Product D,3187.71,4,0.17,732.2,2024-05-25,2024-08-18,Cash
67492,Rahul,West,Mumbai,Technology,Chairs,Product A,4493.01,5,0.05,1220.09,2023-06-11,2023-10-19,Card
63002,Arun,East,Chennai,Furniture,Tables,Product B,1293.59,4,0.48,1129.98,2024-09-24,2024-05-16,UPI
99599,Kumar,West,Chennai,Technology,Binders,Product C,1287.41,2,0.43,1002.82,2022-07-30,2022-06-18,Card
82355,Sneha,North,Hyderabad,Technology,Phones,Product A,7286.35,2,0.04,1812.05,2024-04-09,2023-07-25,UPI
34762,Deepa,North,Hyderabad,Technology,Phones,Product A,5740.22,2,0.36,71.31,2023-06-27,2023-10-14,Cash
21046,Arun,South,Mumbai,Office Supplies,Binders,Product D,5384.05,1,0.17,734.3,2023-03-21,2022-11-25,Card
38769,Rahul,East,Chennai,Technology,Phones,Product A,4579.1,3,0.5,1709.98,2024-03-04,2024-05-16,Cash
63302,Sneha,West,Mumbai,Technology,Storage,Product A,9767.78,1,0.15,-305.27,2023-03-29,2023-06-15,Cash
33150,Rahul,South,Hyderabad,Technology,Storage,Product B,593.02,4,0.12,-360.28,2023-11-28,2024-04-25,UPI
78247,Deepa,North,Hyderabad,Furniture,Tables,Product C,1888.21,1,0.28,83.26,2023-02-08,2022-10-02,UPI
14853,Deepa,North,Bangalore,Technology,Tables,Product D,6510.33,4,0.42,1082.55,2022-03-07,2024-05-30,Cash
99399,Arun,East,Mumbai,Office Supplies,Chairs,Product D,1450.02,3,0.1,149.7,2023-02-09,2023-01-13,UPI
31792,Priya,West,Mumbai,Technology,Tables,Product A,5934.87,9,0.35,-24.4,2024-06-01,2024-07-02,UPI
69129,Deepa,East,Chennai,Technology,Storage,Product B,5720.84,1,0.03,647.01,2024-04-07,2023-01-12,Cash
84478,Sneha,West,Chennai,Furniture,Tables,Product A,,8,0.46,1034.0,2023-07-29,2022-12-02,Cash
77298,Priya,West,Bangalore,Technology,Phones,Product A,8845.53,9,0.04,121.39,2023-03-11,2022-01-05,UPI
41987,Kumar,East,Delhi,Office Supplies,Chairs,Product D,9460.98,7,0.46,251.73,2022-08-16,2022-09-02,Cash
25850,Rahul,South,Delhi,Technology,Chairs,Product A,1224.66,1,0.25,1033.9,2023-04-21,2023-09-14,Cash
22112,Priya,East,Delhi,Office Supplies,Storage,Product A,8694.67,4,0.22,1864.35,2023-04-13,2022-02-22,UPI
34058,Rahul,East,Mumbai,Furniture,Tables,Product B,1378.0,1,0.49,1186.85,2022-04-11,2024-06-02,Card
55420,Priya,North,Mumbai,Technology,Phones,Product D,6366.03,4,0.5,1457.26,2023-02-27,2022-12-18,Card
48890,Kumar,North,Hyderabad,Furniture,Tables,Product C,7228.77,3,0.33,417.03,2022-12-22,2022-06-25,Cash
76017,Deepa,East,Mumbai,Technology,Binders,Product B,1692.45,2,0.06,180.64,2022-05-19,2022-04-28,UPI
57304,Kumar,East,Mumbai,Office Supplies,Tables,Product B,6363.33,1,0.25,635.67,2023-09-23,2023-11-28,Cash
42921,Deepa,North,Mumbai,Furniture,Storage,Product B,619.36,6,0.26,1517.83,2023-07-23,2022-12-29,UPI
11524,Deepa,West,Bangalore,Technology,Tables,Product D,3003.33,7,0.26,640.75,2022-05-11,2022-12-23,Cash
25048,Rahul,East,Mumbai,Office Supplies,Chairs,Product A,9219.47,6,0.28,1616.81,2023-07-03,2023-10-30,Cash
45111,Sneha,South,Chennai,Furniture,Phones,Product C,1800.14,9,0.01,1971.93,2023-04-13,2024-01-31,UPI
47904,Kumar,South,Chennai,Technology,Storage,Product D,746.17,9,0.36,-319.93,2023-04-25,2022-03-19,Cash
64912,Priya,South,Hyderabad,Furniture,Binders,Product A,4492.41,2,0.36,,2022-04-21,2024-07-17,Card
44008,Kumar,East,Bangalore,Technology,Phones,Product B,8521.12,2,0.06,-126.03,2022-06-02,2024-01-28,Card
10060,Rahul,West,Chennai,Office Supplies,Phones,Product D,859.06,9,0.29,460.92,2024-07-05,2022-03-24,UPI
84666,Deepa,West,Bangalore,Office Supplies,Chairs,Product A,3619.8,1,0.28,-172.39,2024-02-01,2022-08-19,Cash
93559,Rahul,North,Bangalore,Furniture,Chairs,Product C,9007.77,5,0.34,1676.66,2022-08-30,2022-03-15,Card
65337,Arun,East,Hyderabad,Furniture,Chairs,Product C,1269.74,1,0.04,-442.13,2023-12-21,2023-02-09,UPI
23350,Arun,West,Bangalore,Technology,Storage,Product A,3175.62,7,0.31,289.48,2024-05-29,2022-08-08,UPI
34354,Priya,East,Mumbai,Office Supplies,Tables,Product D,7806.36,9,0.14,-38.26,2023-11-13,2023-03-30,UPI
55186,Rahul,North,Bangalore,Technology,Phones,Product B,,6,0.25,1828.85,2024-02-08,2024-07-01,Card
38145,Priya,North,Hyderabad,Office Supplies,Tables,Product A,8340.1,2,0.39,1173.7,2022-10-06,2024-01-27,Card
44020,Priya,North,Hyderabad,Furniture,Tables,Product B,1204.79,6,0.35,1780.08,2022-12-29,2023-01-04,Card
96123,Arun,South,Hyderabad,Technology,Chairs,Product C,9213.49,9,0.06,1930.82,2023-09-17,2024-04-07,Card
85186,Priya,East,Chennai,Technology,Tables,Product A,9355.63,3,0.3,742.75,2023-02-12,2023-08-15,Cash
95469,Arun,North,Mumbai,Office Supplies,Phones,Product C,1637.6,9,0.48,85.8,2022-06-24,2023-11-03,Card
30581,Deepa,East,Chennai,Office Supplies,Phones,Product B,435.37,8,0.08,-15.68,2023-08-24,2023-07-16,UPI
98929,Rahul,South,Delhi,Office Supplies,Binders,Product B,9899.43,7,0.43,57.3,2022-05-15,2022-11-10,Cash
33051,Priya,South,Mumbai,Furniture,Storage,Product A,4874.29,8,0.35,1271.48,2023-05-21,2022-10-27,Card
61474,Arun,North,Bangalore,Technology,Tables,Product A,5763.55,6,0.39,-398.89,2022-10-21,2022-01-26,Cash
79626,Kumar,North,Hyderabad,Office Supplies,Storage,Product A,6197.46,3,0.14,-371.6,2023-05-10,2022-04-22,UPI
16960,Priya,West,Delhi,Furniture,Storage,Product C,7917.72,7,0.14,1020.36,2024-03-25,2022-02-23,Card
45772,Sneha,East,Mumbai,Office Supplies,Storage,Product B,8138.68,4,0.45,1105.14,2024-05-20,2024-07-29,Cash
31520,Deepa,North,Chennai,Technology,Storage,Product B,2019.86,5,0.18,1163.16,2023-02-23,2022-10-19,Card
59481,Deepa,West,Hyderabad,Office Supplies,Phones,Product C,2442.7,8,0.03,429.7,2022-07-25,2023-03-22,Cash
46408,Kumar,East,Chennai,Technology,Tables,Product A,8780.65,7,0.3,1514.86,2022-11-14,2023-04-14,Cash
67134,,North,Mumbai,Furniture,Binders,Product D,8213.22,7,0.06,834.06,2022-03-14,2022-09-18,UPI
30491,Priya,West,Mumbai,Furniture,Storage,Product A,6214.43,8,0.4,-236.34,2022-09-16,2022-11-22,UPI
11341,Arun,West,Delhi,Office Supplies,Binders,Product D,9947.52,3,0.32,1492.75,2022-12-24,2023-10-15,Card
54623,Deepa,East,Bangalore,Technology,Phones,Product D,7378.32,3,0.44,1882.67,2022-05-28,2024-06-29,Card
